Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,3P,3PA,3P%,2P,2PA,2P%,eFG%,target
24.0,IND,PF,5.0,0.0,2.2,0.0,0.8,0.0,0.0,0.0,0.4,0.8,1.2,0.2,0.0,0.4,0.6,0.6,0.0,1998,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0
31.0,DAL,PF,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,POR,SF,2.0,0.0,6.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.5,0.0,1998,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0
33.0,TOR,SF,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
28.0,CHH,C,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,PHI,SG,48.0,48.0,41.5,9.1,22.0,0.412,7.4,9.9,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8,1999,1.2,4.1,0.291,7.9,17.9,0.44,0.439,1
26.0,LAL,C,49.0,49.0,34.8,10.4,18.1,0.576,5.5,10.2,3.8,6.9,10.7,2.3,0.7,1.7,2.5,3.2,26.3,1999,0.0,0.0,0.0,10.4,18.0,0.577,0.576,0
35.0,UTA,PF,49.0,49.0,37.4,8.0,16.3,0.493,7.7,9.8,2.2,7.3,9.4,4.1,1.3,0.6,3.3,2.7,23.8,1999,0.0,0.0,0.0,8.0,16.2,0.494,0.493,1
22.0,VAN,SF,50.0,50.0,40.4,7.7,17.9,0.432,7.4,8.8,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23.0,1999,0.2,0.7,0.306,7.5,17.1,0.438,0.438,1
23.0,NJN,PF,42.0,42.0,37.5,7.7,17.9,0.428,6.1,7.1,2.7,5.8,8.5,1.5,1.0,1.3,3.2,3.2,21.8,1999,0.4,1.3,0.302,7.3,16.6,0.438,0.439,1
22.0,SAS,PF,50.0,50.0,39.3,8.4,16.9,0.495,4.9,7.2,3.2,8.2,11.4,2.4,0.9,2.5,2.9,2.9,21.7,1999,0.0,0.1,0.143,8.3,16.8,0.498,0.495,0
30.0,SEA,PG,50.0,50.0,40.2,8.0,18.5,0.434,4.0,5.5,1.2,3.6,4.9,8.7,2.2,0.2,3.1,2.3,21.7,1999,1.7,5.6,0.295,6.4,12.8,0.495,0.479,0
21.0,2TM,PG,49.0,49.0,38.7,7.7,18.0,0.428,4.5,5.7,0.8,2.1,2.9,8.9,1.2,0.2,3.3,2.6,21.3,1999,1.3,4.0,0.335,6.4,14.0,0.455,0.465,1
24.0,DEN,C,50.0,50.0,38.7,8.3,17.6,0.471,4.6,6.8,3.4,7.4,10.7,1.6,1.5,2.3,2.8,3.5,21.2,1999,0.0,0.2,0.111,8.3,17.5,0.474,0.471,0
26.0,DET,SF,50.0,50.0,37.0,7.7,16.0,0.479,5.7,7.6,1.3,5.8,7.1,6.0,1.6,0.5,3.7,2.3,21.1,1999,0.0,0.3,0.0,7.7,15.8,0.487,0.479,1
22.0,MIN,PF,47.0,47.0,37.9,8.8,19.1,0.46,3.1,4.4,3.5,6.9,10.4,4.3,1.7,1.8,2.9,3.2,20.8,1999,0.1,0.3,0.286,8.7,18.9,0.463,0.462,0
29.0,CLE,PF,42.0,42.0,35.1,6.6,13.7,0.482,7.3,9.3,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,1999,0.0,0.0,0.5,6.6,13.6,0.482,0.483,1
25.0,DAL,SF,50.0,50.0,41.0,7.8,17.5,0.444,3.7,4.5,1.4,3.9,5.3,4.4,1.3,0.3,2.1,1.9,20.2,1999,0.9,2.7,0.331,6.9,14.8,0.465,0.47,1
28.0,MIA,C,46.0,46.0,38.1,7.0,13.8,0.511,6.0,9.2,3.6,7.4,11.0,1.6,0.7,3.9,3.0,3.5,20.1,1999,0.0,0.0,0.0,7.0,13.7,0.513,0.511,0
25.0,SAC,PF,42.0,42.0,40.9,9.0,18.5,0.486,1.9,4.1,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0,1999,0.1,0.8,0.118,8.9,17.7,0.503,0.488,0
20.0,LAL,SG,50.0,50.0,37.9,7.2,15.6,0.465,4.9,5.8,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9,1999,0.5,2.0,0.267,6.7,13.6,0.494,0.482,1
33.0,WAS,SG,50.0,50.0,38.2,6.6,16.1,0.412,5.0,5.9,0.6,2.8,3.4,2.4,1.3,0.2,2.7,2.4,19.7,1999,1.4,4.4,0.317,5.2,11.6,0.448,0.456,1
25.0,WAS,SF,36.0,36.0,39.7,7.9,16.8,0.474,3.1,4.1,2.5,5.6,8.1,3.0,1.2,0.4,2.6,3.6,18.9,1999,0.0,0.1,0.0,7.9,16.7,0.476,0.474,1
36.0,HOU,C,50.0,50.0,35.7,7.5,14.5,0.514,3.9,5.4,2.1,7.4,9.6,1.8,1.6,2.5,2.8,3.2,18.9,1999,0.1,0.3,0.308,7.4,14.2,0.518,0.517,0
30.0,CHI,SF,44.0,44.0,37.6,7.2,17.0,0.42,3.6,4.9,1.5,5.6,7.0,5.3,1.1,0.3,2.8,1.9,18.8,1999,0.9,3.1,0.285,6.3,13.9,0.45,0.446,1
29.0,ATL,SG,36.0,36.0,36.5,6.0,15.0,0.402,5.3,6.3,1.4,2.8,4.2,3.3,1.0,0.3,2.8,2.8,18.7,1999,1.3,3.9,0.338,4.7,11.1,0.424,0.445,1
22.0,BOS,PF,42.0,41.0,36.9,7.2,17.5,0.412,2.7,4.8,2.5,6.0,8.5,3.1,1.5,0.7,2.8,3.4,18.7,1999,1.5,4.2,0.369,5.7,13.3,0.426,0.456,0
33.0,IND,SG,50.0,50.0,35.7,5.9,13.4,0.438,4.5,4.9,0.5,2.2,2.7,2.2,0.7,0.2,1.5,2.0,18.4,1999,2.1,5.5,0.385,3.8,7.9,0.475,0.517,1
26.0,MIL,SF,47.0,47.0,33.6,7.4,16.1,0.459,3.0,3.4,1.6,4.3,5.9,2.1,1.0,0.9,2.3,2.4,18.4,1999,0.7,1.7,0.392,6.7,14.4,0.467,0.479,1
22.0,TOR,SF,50.0,49.0,35.2,6.9,15.3,0.45,4.1,5.4,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,1999,0.4,1.3,0.288,6.5,14.0,0.466,0.463,1
31.0,LAL,SF,27.0,25.0,36.5,6.3,14.7,0.432,2.9,3.3,0.3,3.3,3.7,2.6,0.6,0.2,1.7,2.5,17.5,1999,2.0,5.0,0.393,4.4,9.7,0.452,0.499,1
32.0,MIA,PG,48.0,48.0,36.9,6.3,15.7,0.4,2.5,3.1,0.3,2.9,3.2,7.3,1.2,0.1,2.7,2.1,17.4,1999,2.3,6.5,0.36,3.9,9.2,0.429,0.475,1
36.0,NYK,C,38.0,38.0,34.2,6.5,14.9,0.435,4.3,6.1,1.9,8.0,9.9,1.1,0.8,2.6,2.6,2.8,17.3,1999,0.0,0.1,0.0,6.5,14.9,0.436,0.435,0
23.0,MIL,SG,50.0,50.0,34.4,6.1,13.5,0.45,3.5,3.9,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1,1999,1.5,4.2,0.356,4.6,9.3,0.492,0.505,1
29.0,PHO,PF,43.0,43.0,36.3,6.4,13.3,0.483,4.0,5.1,3.0,5.8,8.9,2.8,1.4,0.5,2.0,2.6,17.0,1999,0.0,0.2,0.286,6.4,13.2,0.486,0.485,1
22.0,BOS,SG,41.0,40.0,37.8,7.4,17.2,0.431,2.0,2.6,0.9,2.9,3.8,2.5,1.6,0.3,2.2,2.0,17.0,1999,0.1,0.7,0.167,7.3,16.5,0.443,0.435,1
25.0,PHO,PG,50.0,50.0,41.2,6.2,14.0,0.444,3.6,4.8,1.7,5.0,6.8,10.8,2.3,0.4,3.0,2.2,16.9,1999,0.9,2.5,0.366,5.3,11.5,0.461,0.476,1
22.0,LAC,PF,46.0,45.0,32.7,6.8,14.7,0.461,3.3,4.5,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8,1999,0.0,0.1,0.167,6.7,14.5,0.463,0.461,1
21.0,BOS,SF,48.0,47.0,34.0,5.9,13.5,0.439,2.9,4.1,2.4,4.0,6.4,2.4,1.7,1.0,2.4,2.9,16.5,1999,1.8,4.3,0.412,4.2,9.2,0.451,0.504,0
27.0,DEN,PG,50.0,50.0,36.0,6.1,15.4,0.398,2.8,3.5,0.3,2.0,2.3,7.4,0.8,0.1,2.4,1.8,16.5,1999,1.4,4.7,0.308,4.7,10.7,0.437,0.445,1
32.0,PHO,SF,50.0,35.0,34.8,6.0,12.6,0.475,3.3,4.7,1.4,3.2,4.5,2.6,1.5,1.2,1.8,3.1,16.4,1999,1.2,2.8,0.417,4.8,9.8,0.492,0.521,0
28.0,NYK,SF,37.0,4.0,33.3,5.8,14.0,0.415,4.2,5.2,1.1,3.1,4.2,2.5,1.2,0.1,2.1,1.8,16.4,1999,0.6,2.1,0.273,5.2,11.9,0.44,0.435,1
27.0,NYK,SG,50.0,50.0,36.3,5.9,14.1,0.418,3.4,3.9,0.4,2.6,3.0,2.7,0.7,0.2,2.6,2.3,16.3,1999,1.1,2.8,0.407,4.7,11.3,0.421,0.459,1
35.0,HOU,PF,42.0,40.0,36.3,5.7,12.0,0.478,4.6,6.4,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1,1999,0.1,0.6,0.16,5.6,11.4,0.495,0.482,0
24.0,DAL,PF,45.0,23.0,30.3,6.4,13.4,0.477,3.2,5.2,2.8,5.0,7.8,1.7,0.6,0.5,1.5,2.7,16.0,1999,0.0,0.1,0.0,6.4,13.3,0.481,0.477,0
29.0,2TM,PG,8.0,3.0,24.9,4.9,11.6,0.419,5.9,6.3,0.6,1.3,1.9,4.5,1.1,0.0,2.5,2.8,15.9,1999,0.3,1.3,0.2,4.6,10.4,0.446,0.43,1
27.0,ORL,SG,50.0,50.0,38.9,6.0,14.3,0.42,3.0,4.2,1.5,4.2,5.7,5.3,2.2,0.5,3.0,2.2,15.8,1999,0.8,2.8,0.286,5.2,11.5,0.452,0.448,0
33.0,SAS,C,49.0,49.0,31.7,5.5,10.8,0.509,4.9,7.4,3.0,7.0,10.0,2.1,1.4,2.4,2.2,2.9,15.8,1999,0.0,0.0,0.0,5.5,10.7,0.51,0.509,0
32.0,WAS,PG,44.0,43.0,37.1,5.7,13.7,0.416,4.0,5.4,1.3,3.5,4.8,9.9,1.7,0.1,3.2,2.1,15.7,1999,0.3,1.0,0.286,5.4,12.8,0.426,0.426,1
27.0,2TM,SF,50.0,50.0,37.6,5.2,11.9,0.437,4.2,5.4,1.0,2.9,3.9,3.7,2.5,1.2,1.9,2.6,15.6,1999,1.0,2.8,0.338,4.2,9.1,0.468,0.477,1
28.0,TOR,SG,50.0,50.0,35.4,5.0,13.0,0.388,4.1,4.9,1.2,3.0,4.1,3.7,2.3,0.5,2.4,2.2,15.2,1999,1.0,3.2,0.304,4.1,9.8,0.415,0.425,1
23.0,CLE,C,5.0,5.0,34.2,5.8,11.4,0.509,3.6,6.0,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2,1999,0.0,0.0,0.0,5.8,11.4,0.509,0.509,0
36.0,SEA,SF,50.0,39.0,35.3,5.2,11.0,0.472,4.0,4.9,1.5,5.9,7.4,3.7,0.8,0.5,2.1,3.0,15.0,1999,0.7,1.7,0.395,4.5,9.3,0.486,0.503,1
31.0,ORL,SF,47.0,39.0,33.6,5.4,13.6,0.395,2.1,3.4,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,1999,2.0,5.9,0.347,3.3,7.7,0.433,0.47,0
32.0,IND,C,49.0,49.0,25.9,6.3,12.9,0.49,2.2,2.7,1.5,4.1,5.6,1.1,0.4,1.1,1.5,3.2,14.9,1999,0.0,0.0,0.0,6.3,12.9,0.491,0.49,1
26.0,MIA,SF,24.0,23.0,35.6,5.6,12.4,0.451,3.1,4.3,1.0,5.1,6.1,3.1,0.8,0.1,2.5,2.4,14.8,1999,0.5,1.3,0.433,5.0,11.1,0.453,0.473,0
33.0,HOU,SF,50.0,50.0,40.2,5.2,12.1,0.432,2.6,3.7,1.3,5.2,6.5,5.9,2.0,0.7,3.2,2.4,14.5,1999,1.4,4.2,0.34,3.8,7.8,0.482,0.492,0
24.0,DET,SG,42.0,9.0,28.3,4.3,11.6,0.371,5.0,5.9,0.6,1.9,2.5,2.8,0.8,0.5,2.9,1.9,14.5,1999,0.8,3.0,0.278,3.5,8.6,0.403,0.407,1
30.0,SAC,C,50.0,50.0,35.2,5.2,11.1,0.47,3.6,5.1,2.8,7.2,10.0,4.3,0.9,1.0,2.6,3.3,14.3,1999,0.2,0.9,0.256,5.0,10.3,0.488,0.48,0
29.0,CHH,SG,43.0,43.0,36.6,5.0,11.6,0.433,2.7,3.9,0.9,3.1,4.0,3.5,1.4,0.6,2.1,2.9,14.3,1999,1.6,4.0,0.395,3.4,7.6,0.452,0.501,0
28.0,CHH,PG,50.0,50.0,37.0,4.9,10.9,0.446,3.2,3.8,0.5,2.8,3.2,6.4,2.0,0.2,2.8,2.6,14.1,1999,1.2,3.4,0.359,3.6,7.5,0.485,0.502,1
28.0,2TM,PG,36.0,34.0,33.8,5.9,14.1,0.418,1.8,2.2,0.8,3.0,3.7,8.6,1.8,0.3,2.1,2.3,13.9,1999,0.3,1.3,0.255,5.6,12.8,0.435,0.43,1
22.0,DEN,SG,45.0,41.0,33.1,4.2,11.0,0.386,3.5,3.8,0.5,1.6,2.1,3.8,1.3,0.3,2.2,2.6,13.9,1999,1.9,5.2,0.362,2.4,5.8,0.408,0.472,1
27.0,POR,SG,47.0,41.0,29.5,5.3,12.9,0.412,2.4,3.1,1.3,2.9,4.2,2.2,0.5,0.2,2.0,2.1,13.9,1999,0.9,2.4,0.378,4.4,10.5,0.419,0.446,1
30.0,ORL,PG,50.0,15.0,30.0,4.6,10.4,0.441,3.2,3.6,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,1999,1.4,3.8,0.365,3.2,6.7,0.483,0.507,1
27.0,SEA,PF,34.0,31.0,34.2,5.8,12.9,0.453,2.1,4.7,2.5,3.7,6.2,1.6,0.9,1.0,2.2,3.6,13.8,1999,0.0,0.1,0.0,5.8,12.8,0.456,0.453,0
22.0,DEN,C,12.0,12.0,32.3,4.9,10.8,0.457,3.0,4.0,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8,1999,1.0,2.6,0.387,3.9,8.2,0.48,0.504,1
33.0,GSW,SG,50.0,50.0,33.7,5.4,14.6,0.37,1.5,2.0,0.7,2.6,3.3,4.7,1.4,0.1,1.7,2.7,13.8,1999,1.6,5.4,0.29,3.8,9.2,0.416,0.423,1
23.0,MIN,C,43.0,42.0,33.0,5.2,12.1,0.427,3.3,4.4,3.6,4.7,8.2,1.6,0.7,1.5,1.5,3.4,13.7,1999,0.0,0.1,0.0,5.2,12.1,0.43,0.427,1
29.0,PHI,C,50.0,40.0,30.8,5.3,11.1,0.479,2.8,3.5,2.7,4.5,7.2,1.2,0.8,0.8,2.0,3.1,13.5,1999,0.0,0.1,0.2,5.3,11.0,0.482,0.48,1
31.0,ATL,PG,48.0,48.0,36.7,5.1,13.6,0.379,1.4,1.9,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3,1999,1.6,5.2,0.307,3.5,8.3,0.425,0.439,1
20.0,VAN,PG,50.0,50.0,35.2,5.2,12.1,0.43,2.5,3.4,0.6,2.1,2.7,6.5,1.6,0.1,2.9,2.4,13.2,1999,0.3,1.5,0.203,4.9,10.6,0.461,0.442,1
25.0,SAC,SF,50.0,50.0,27.5,5.4,11.1,0.485,2.4,3.8,1.7,2.4,4.1,1.3,0.6,0.2,1.5,2.4,13.2,1999,0.0,0.1,0.2,5.4,11.0,0.487,0.486,0
31.0,CHH,PF,37.0,29.0,31.8,4.5,11.0,0.414,3.9,5.1,2.1,6.8,8.9,2.1,0.6,1.1,2.4,2.6,13.1,1999,0.2,0.9,0.212,4.4,10.1,0.432,0.422,1
24.0,NJN,SG,46.0,40.0,34.1,4.9,13.3,0.37,1.9,2.5,1.1,3.0,4.2,2.5,1.7,0.6,1.4,1.8,12.9,1999,1.1,3.4,0.316,3.8,9.9,0.389,0.411,1
24.0,POR,SF,49.0,18.0,28.9,4.9,9.7,0.508,2.7,3.7,1.2,3.8,4.9,1.2,1.0,1.1,1.6,3.6,12.8,1999,0.3,0.6,0.419,4.7,9.1,0.515,0.522,1
23.0,SAC,PG,50.0,50.0,36.1,4.6,12.3,0.374,1.6,2.1,0.3,2.8,3.1,6.0,1.9,0.0,2.9,1.8,12.8,1999,2.0,6.5,0.31,2.6,5.9,0.446,0.455,1
30.0,2TM,C,49.0,33.0,29.8,4.5,9.5,0.477,3.5,5.5,2.6,5.5,8.1,1.4,0.8,1.5,1.6,3.2,12.6,1999,0.0,0.0,0.0,4.5,9.5,0.478,0.477,0
25.0,POR,PG,50.0,50.0,33.5,5.0,12.6,0.396,1.8,2.4,0.8,2.5,3.3,6.2,1.0,0.1,2.2,1.6,12.6,1999,0.9,2.8,0.31,4.1,9.7,0.421,0.431,1
29.0,DAL,SF,13.0,5.0,27.1,4.5,10.8,0.421,2.6,3.8,1.8,4.8,6.5,0.9,0.5,0.4,2.2,1.8,12.5,1999,0.8,2.2,0.393,3.7,8.6,0.429,0.461,0
26.0,ATL,SF,38.0,37.0,30.1,4.9,11.1,0.442,2.6,3.9,2.6,3.9,6.6,0.7,0.9,0.5,1.5,2.5,12.5,1999,0.0,0.0,0.0,4.9,11.1,0.443,0.442,0
28.0,UTA,SF,50.0,50.0,35.4,4.3,9.4,0.464,2.7,3.4,1.3,4.0,5.3,1.5,1.5,0.3,1.5,3.1,12.4,1999,1.0,2.9,0.354,3.3,6.4,0.514,0.519,1
35.0,UTA,SG,48.0,48.0,29.9,4.5,9.4,0.477,2.6,2.9,0.7,2.6,3.3,4.0,1.1,0.3,1.7,2.0,12.2,1999,0.7,1.7,0.42,3.8,7.7,0.489,0.514,1
25.0,LAC,SF,50.0,13.0,26.3,4.5,11.6,0.391,2.5,3.1,1.2,2.7,3.9,1.2,1.2,0.4,2.0,2.1,12.2,1999,0.7,2.1,0.33,3.8,9.5,0.404,0.42,1
28.0,BOS,PG,34.0,33.0,29.7,4.7,10.5,0.451,2.5,3.0,0.7,2.3,3.0,5.7,1.0,0.1,2.1,2.3,12.1,1999,0.2,0.7,0.25,4.6,9.8,0.465,0.459,1
31.0,PHO,SG,38.0,35.0,31.1,4.3,12.1,0.359,2.0,2.4,0.3,2.4,2.7,2.9,0.9,0.2,1.4,1.2,12.1,1999,1.4,4.0,0.351,2.9,8.1,0.364,0.417,1
34.0,POR,C,50.0,48.0,27.0,4.6,9.6,0.485,2.7,3.5,1.8,6.1,7.9,2.4,0.7,1.3,1.7,2.9,12.1,1999,0.1,0.5,0.292,4.5,9.1,0.496,0.493,1
29.0,NYK,PF,49.0,48.0,33.4,4.3,9.3,0.459,2.7,3.3,1.9,3.9,5.8,2.4,0.7,0.2,1.8,3.0,12.0,1999,0.7,1.9,0.359,3.6,7.5,0.484,0.495,1
23.0,PHO,PG,1.0,0.0,22.0,5.0,8.0,0.625,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,12.0,1999,0.0,0.0,0.0,5.0,8.0,0.625,0.625,1
36.0,TOR,C,42.0,38.0,29.0,4.5,10.6,0.418,3.1,3.7,2.6,5.7,8.3,1.6,0.7,0.7,2.0,3.2,12.0,1999,0.0,0.0,0.0,4.5,10.6,0.42,0.418,1
28.0,DET,PG,49.0,49.0,35.8,4.7,10.7,0.435,1.4,1.8,0.5,2.9,3.4,3.9,1.8,0.2,1.9,2.6,11.9,1999,1.2,3.1,0.386,3.4,7.6,0.456,0.491,1
30.0,NJN,SF,50.0,47.0,32.1,4.7,11.9,0.398,2.3,3.3,1.2,3.7,4.9,2.5,2.7,0.5,1.4,3.2,11.8,1999,0.0,0.3,0.118,4.7,11.5,0.406,0.4,0
26.0,POR,PF,48.0,46.0,31.8,3.8,8.0,0.479,3.8,4.7,3.6,6.2,9.8,1.4,0.4,0.7,2.0,2.8,11.5,1999,0.0,0.0,0.0,3.8,8.0,0.479,0.479,1
29.0,MIA,PF,50.0,50.0,32.2,4.6,9.5,0.48,2.3,2.9,2.3,4.6,6.9,1.3,0.9,1.0,1.4,3.3,11.4,1999,0.0,0.0,0.0,4.6,9.5,0.48,0.48,1
35.0,DET,SG,38.0,38.0,29.4,3.8,9.2,0.411,1.3,1.6,0.3,1.5,1.8,3.5,0.6,0.1,1.4,1.3,11.3,1999,2.3,5.8,0.403,1.4,3.4,0.426,0.539,1
36.0,WAS,PF,49.0,38.0,31.4,4.9,9.0,0.545,1.5,2.2,2.0,4.9,6.8,2.1,0.9,0.4,1.8,4.0,11.3,1999,0.0,0.0,0.0,4.9,8.9,0.548,0.545,0
30.0,TOR,PG,49.0,0.0,28.1,3.8,10.1,0.378,0.8,1.1,0.3,1.8,2.1,2.9,1.1,0.2,1.6,1.5,11.2,1999,2.8,7.1,0.387,1.1,3.0,0.356,0.514,0
30.0,SAS,SF,50.0,50.0,30.2,4.2,10.1,0.41,2.1,2.8,0.7,3.6,4.3,2.3,0.5,0.3,1.4,2.1,11.2,1999,0.8,2.4,0.328,3.4,7.8,0.436,0.449,1
35.0,CHI,SG,35.0,35.0,31.6,4.2,11.1,0.377,2.0,2.9,1.4,3.7,5.1,3.3,1.7,1.0,1.9,2.3,11.2,1999,0.8,2.4,0.318,3.4,8.7,0.393,0.412,0
31.0,VAN,PF,43.0,35.0,26.6,4.4,9.0,0.487,2.4,3.6,1.9,4.0,6.0,0.5,0.6,0.9,1.5,2.5,11.2,1999,0.0,0.0,0.0,4.4,9.0,0.49,0.487,0
35.0,MIN,SF,50.0,20.0,26.9,4.3,10.4,0.408,2.5,3.3,1.1,2.5,3.6,2.0,0.7,0.3,0.7,2.2,11.2,1999,0.2,0.8,0.237,4.1,9.7,0.421,0.417,1
27.0,CLE,SG,45.0,42.0,29.8,4.4,9.7,0.453,0.7,1.2,0.4,2.7,3.2,1.8,0.8,0.4,0.9,1.2,11.2,1999,1.7,4.4,0.375,2.7,5.3,0.519,0.539,0
25.0,PHI,PF,50.0,50.0,32.5,3.9,8.4,0.47,3.3,4.6,2.8,5.4,8.1,0.6,0.9,3.0,1.8,3.6,11.2,1999,0.0,0.0,0.0,3.9,8.4,0.47,0.47,0
27.0,CHI,SG,37.0,30.0,31.9,3.8,9.6,0.396,2.1,2.7,1.1,2.8,3.9,3.1,1.1,0.3,1.9,2.6,11.1,1999,1.4,4.6,0.302,2.4,5.0,0.484,0.469,1
26.0,IND,SF,49.0,1.0,25.3,4.1,10.1,0.403,2.6,3.2,0.7,2.4,3.1,1.9,1.0,0.3,1.5,2.6,11.1,1999,0.3,1.3,0.262,3.7,8.8,0.425,0.42,1
36.0,UTA,PG,50.0,50.0,28.2,4.0,8.2,0.488,2.7,3.4,0.6,2.3,2.9,7.5,1.6,0.3,2.2,2.1,11.1,1999,0.3,1.0,0.32,3.7,7.2,0.511,0.507,1
22.0,DEN,PF,50.0,38.0,28.3,3.8,7.7,0.495,3.4,4.6,4.2,7.4,11.6,0.6,0.6,0.4,1.5,4.2,11.0,1999,0.0,0.1,0.0,3.8,7.7,0.499,0.495,0
25.0,GSW,SF,48.0,20.0,26.0,4.3,10.3,0.421,1.8,2.5,2.4,4.7,7.1,1.4,1.0,0.8,1.7,2.6,11.0,1999,0.5,1.5,0.361,3.8,8.8,0.431,0.447,0
23.0,HOU,SG,50.0,50.0,31.2,4.3,9.2,0.465,0.9,1.4,0.5,1.1,1.7,1.9,0.5,0.2,1.3,1.8,10.9,1999,1.4,3.3,0.433,2.9,6.0,0.483,0.542,0
29.0,SEA,PF,17.0,10.0,21.5,3.7,9.4,0.396,2.9,4.7,1.1,2.8,3.8,0.9,0.3,0.3,1.5,2.0,10.9,1999,0.5,1.9,0.273,3.2,7.4,0.429,0.425,0
24.0,CLE,SG,38.0,13.0,25.7,3.3,8.3,0.398,3.6,4.3,0.5,2.3,2.9,3.8,1.3,0.1,2.2,1.9,10.8,1999,0.6,1.8,0.304,2.7,6.4,0.424,0.432,1
32.0,ATL,C,50.0,50.0,36.6,3.5,6.8,0.512,3.9,5.7,3.8,8.4,12.2,1.1,0.3,2.9,1.9,2.9,10.8,1999,0.0,0.0,0.0,3.5,6.8,0.512,0.512,0
25.0,VAN,C,25.0,14.0,28.1,4.1,10.0,0.406,2.7,4.6,2.0,3.5,5.5,1.5,0.5,0.3,1.9,4.1,10.8,1999,0.0,0.0,0.0,4.1,10.0,0.408,0.406,0
28.0,2TM,SF,44.0,15.0,24.6,3.8,8.7,0.435,1.2,1.3,0.3,1.8,2.2,1.3,0.8,0.1,0.8,2.1,10.7,1999,2.0,5.0,0.397,1.8,3.8,0.485,0.548,1
33.0,SAC,SG,46.0,1.0,21.9,3.6,9.2,0.39,1.8,2.5,0.3,1.6,1.8,1.7,0.7,0.1,1.5,2.4,10.7,1999,1.7,5.0,0.346,1.8,4.1,0.442,0.485,1
29.0,DET,C,49.0,48.0,24.0,4.4,8.8,0.501,1.7,2.4,1.9,3.7,5.6,1.4,0.8,0.8,2.3,3.7,10.5,1999,0.0,0.0,0.0,4.4,8.8,0.502,0.501,0
28.0,LAC,SG,49.0,38.0,25.3,3.7,8.5,0.432,1.8,2.1,0.8,2.1,2.9,1.1,0.9,0.1,1.1,1.8,10.5,1999,1.3,3.4,0.394,2.3,5.1,0.456,0.51,1
35.0,MIA,PG,50.0,1.0,27.3,3.4,7.4,0.465,2.5,3.0,0.3,2.5,2.8,2.9,1.0,0.2,1.5,1.9,10.5,1999,1.2,2.8,0.411,2.3,4.6,0.498,0.543,1
38.0,SEA,SF,48.0,5.0,25.7,3.6,8.2,0.441,1.1,1.5,0.5,1.9,2.4,0.8,0.5,0.1,0.9,1.6,10.3,1999,2.0,4.5,0.433,1.7,3.7,0.449,0.559,1
32.0,SEA,SG,50.0,34.0,32.9,3.4,8.2,0.419,2.4,2.6,1.0,3.0,4.0,2.5,1.6,0.4,1.6,1.8,10.3,1999,1.1,3.6,0.306,2.3,4.6,0.509,0.487,1
29.0,GSW,SF,47.0,24.0,29.7,4.0,9.6,0.411,1.7,2.0,1.0,4.0,5.0,2.2,0.8,0.3,1.2,2.7,10.3,1999,0.7,2.4,0.278,3.3,7.2,0.456,0.446,1
28.0,ATL,PF,20.0,20.0,27.0,4.0,9.5,0.421,2.2,3.1,1.3,4.2,5.5,0.9,0.4,0.4,1.7,2.4,10.2,1999,0.1,0.3,0.2,4.0,9.3,0.427,0.424,0
34.0,MIL,SG,42.0,0.0,20.6,3.9,8.0,0.485,0.7,0.8,0.4,1.6,2.0,1.1,0.9,0.1,1.1,1.0,10.1,1999,1.6,3.5,0.476,2.2,4.5,0.492,0.588,1
35.0,IND,SF,50.0,50.0,23.6,3.5,7.4,0.477,1.6,1.8,0.5,2.7,3.2,1.6,0.9,0.3,1.2,2.0,10.1,1999,1.5,3.1,0.465,2.1,4.3,0.486,0.575,1
